Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_9,2022,Éducation,2859587.7,Récession,Allocation de 2859587.7$ à Éducation en raison du contexte récession.
Entité_5,2021,Culture,1127076.28,Croissance,Allocation de 1127076.28$ à Culture en raison du contexte croissance.
Entité_4,2019,Logement,2319728.6,Croissance,Allocation de 2319728.6$ à Logement en raison du contexte croissance.
Entité_4,2020,Transport,2276820.47,Récession,Allocation de 2276820.47$ à Transport en raison du contexte récession.
Entité_3,2023,Administration,1603894.81,Croissance,Allocation de 1603894.81$ à Administration en raison du contexte croissance.
Entité_8,2020,Développement économique,3021059.93,Récession,Allocation de 3021059.93$ à Développement économique en raison du contexte récession.
Entité_5,2020,Culture,911191.26,Récession,Allocation de 911191.26$ à Culture en raison du contexte récession.
Entité_10,2019,Transport,2280884.36,Récession,Allocation de 2280884.36$ à Transport en raison du contexte récession.
Entité_10,2021,Développement économique,3706161.19,Stable,Allocation de 3706161.19$ à Développement économique en raison du contexte stable.
Entité_7,2022,Environnement,1132583.4,Stable,Allocation de 1132583.4$ à Environnement en raison du contexte stable.
Entité_3,2023,Administration,1053951.02,Croissance,Allocation de 1053951.02$ à Administration en raison du contexte croissance.
Entité_2,2020,Numérique,1660708.71,Récession,Allocation de 1660708.71$ à Numérique en raison du contexte récession.
Entité_10,2023,Loisirs,831668.41,Stable,Allocation de 831668.41$ à Loisirs en raison du contexte stable.
Entité_8,2020,Recherche,2523416.97,Récession,Allocation de 2523416.97$ à Recherche en raison du contexte récession.
Entité_9,2019,Administration,1582536.26,Stable,Allocation de 1582536.26$ à Administration en raison du contexte stable.
Entité_5,2019,Environnement,1643938.41,Stable,Allocation de 1643938.41$ à Environnement en raison du contexte stable.
Entité_8,2020,Santé,5894608.7,Stable,Allocation de 5894608.7$ à Santé en raison du contexte stable.
Entité_1,2020,Numérique,1154556.9,Récession,Allocation de 1154556.9$ à Numérique en raison du contexte récession.
Entité_1,2019,Logement,1777775.01,Récession,Allocation de 1777775.01$ à Logement en raison du contexte récession.
Entité_2,2022,Éducation,3788415.09,Croissance,Allocation de 3788415.09$ à Éducation en raison du contexte croissance.
Entité_7,2019,Santé,5626396.93,Croissance,Allocation de 5626396.93$ à Santé en raison du contexte croissance.
Entité_3,2023,Loisirs,894115.27,Stable,Allocation de 894115.27$ à Loisirs en raison du contexte stable.
Entité_1,2020,Transport,2999022.83,Croissance,Allocation de 2999022.83$ à Transport en raison du contexte croissance.
Entité_2,2021,Sécurité,2358915.18,Récession,Allocation de 2358915.18$ à Sécurité en raison du contexte récession.
Entité_1,2023,Recherche,2106031.0,Récession,Allocation de 2106031.0$ à Recherche en raison du contexte récession.
Entité_4,2019,Numérique,1074319.78,Stable,Allocation de 1074319.78$ à Numérique en raison du contexte stable.
Entité_5,2022,Culture,695916.07,Croissance,Allocation de 695916.07$ à Culture en raison du contexte croissance.
Entité_6,2021,Environnement,1557130.17,Croissance,Allocation de 1557130.17$ à Environnement en raison du contexte croissance.
Entité_3,2022,Loisirs,680537.99,Stable,Allocation de 680537.99$ à Loisirs en raison du contexte stable.
Entité_2,2022,Santé,5143748.6,Stable,Allocation de 5143748.6$ à Santé en raison du contexte stable.
Entité_8,2020,Culture,1269105.97,Croissance,Allocation de 1269105.97$ à Culture en raison du contexte croissance.
Entité_8,2023,Éducation,4349993.61,Croissance,Allocation de 4349993.61$ à Éducation en raison du contexte croissance.
Entité_10,2023,Recherche,2266652.06,Récession,Allocation de 2266652.06$ à Recherche en raison du contexte récession.
Entité_8,2023,Transport,2393112.12,Croissance,Allocation de 2393112.12$ à Transport en raison du contexte croissance.
Entité_9,2022,Administration,2434982.3,Récession,Allocation de 2434982.3$ à Administration en raison du contexte récession.
Entité_4,2022,Environnement,2002979.38,Stable,Allocation de 2002979.38$ à Environnement en raison du contexte stable.
Entité_2,2023,Loisirs,810291.52,Croissance,Allocation de 810291.52$ à Loisirs en raison du contexte croissance.
Entité_9,2020,Recherche,2635939.22,Stable,Allocation de 2635939.22$ à Recherche en raison du contexte stable.
Entité_3,2022,Environnement,1242770.64,Croissance,Allocation de 1242770.64$ à Environnement en raison du contexte croissance.
Entité_2,2021,Sécurité,1744466.45,Récession,Allocation de 1744466.45$ à Sécurité en raison du contexte récession.
Entité_2,2021,Recherche,2033976.8,Croissance,Allocation de 2033976.8$ à Recherche en raison du contexte croissance.
Entité_8,2021,Logement,2527232.77,Stable,Allocation de 2527232.77$ à Logement en raison du contexte stable.
Entité_2,2022,Administration,1702837.07,Stable,Allocation de 1702837.07$ à Administration en raison du contexte stable.
Entité_1,2021,Environnement,1685731.22,Récession,Allocation de 1685731.22$ à Environnement en raison du contexte récession.
Entité_6,2020,Santé,5355541.51,Récession,Allocation de 5355541.51$ à Santé en raison du contexte récession.
Entité_6,2019,Sécurité,1765489.33,Récession,Allocation de 1765489.33$ à Sécurité en raison du contexte récession.
Entité_9,2022,Culture,1037810.33,Stable,Allocation de 1037810.33$ à Culture en raison du contexte stable.
Entité_4,2023,Logement,2879512.76,Croissance,Allocation de 2879512.76$ à Logement en raison du contexte croissance.
Entité_8,2022,Logement,2195770.61,Récession,Allocation de 2195770.61$ à Logement en raison du contexte récession.
Entité_9,2022,Recherche,1986118.49,Croissance,Allocation de 1986118.49$ à Recherche en raison du contexte croissance.
Entité_5,2022,Recherche,1487864.44,Récession,Allocation de 1487864.44$ à Recherche en raison du contexte récession.
Entité_4,2019,Développement économique,3028322.93,Croissance,Allocation de 3028322.93$ à Développement économique en raison du contexte croissance.
Entité_8,2022,Culture,1222317.46,Stable,Allocation de 1222317.46$ à Culture en raison du contexte stable.
Entité_7,2021,Sécurité,2245498.52,Récession,Allocation de 2245498.52$ à Sécurité en raison du contexte récession.
Entité_9,2023,Sécurité,1245265.0,Stable,Allocation de 1245265.0$ à Sécurité en raison du contexte stable.
Entité_2,2019,Développement économique,3238042.76,Croissance,Allocation de 3238042.76$ à Développement économique en raison du contexte croissance.
Entité_6,2021,Logement,2744848.39,Croissance,Allocation de 2744848.39$ à Logement en raison du contexte croissance.
Entité_5,2023,Transport,3083319.37,Récession,Allocation de 3083319.37$ à Transport en raison du contexte récession.
Entité_4,2020,Loisirs,898912.68,Stable,Allocation de 898912.68$ à Loisirs en raison du contexte stable.
Entité_8,2019,Recherche,1841753.4,Croissance,Allocation de 1841753.4$ à Recherche en raison du contexte croissance.
Entité_5,2021,Recherche,1752264.84,Croissance,Allocation de 1752264.84$ à Recherche en raison du contexte croissance.
Entité_8,2023,Sécurité,1934735.15,Stable,Allocation de 1934735.15$ à Sécurité en raison du contexte stable.
Entité_10,2023,Numérique,1461883.04,Récession,Allocation de 1461883.04$ à Numérique en raison du contexte récession.
Entité_3,2020,Éducation,4555951.67,Stable,Allocation de 4555951.67$ à Éducation en raison du contexte stable.
Entité_9,2021,Environnement,1621423.14,Stable,Allocation de 1621423.14$ à Environnement en raison du contexte stable.
Entité_2,2023,Administration,2035533.24,Récession,Allocation de 2035533.24$ à Administration en raison du contexte récession.
Entité_4,2019,Développement économique,3115826.92,Récession,Allocation de 3115826.92$ à Développement économique en raison du contexte récession.
Entité_3,2023,Développement économique,3285272.44,Croissance,Allocation de 3285272.44$ à Développement économique en raison du contexte croissance.
Entité_1,2023,Numérique,1455521.07,Croissance,Allocation de 1455521.07$ à Numérique en raison du contexte croissance.
Entité_6,2021,Culture,1194100.5,Stable,Allocation de 1194100.5$ à Culture en raison du contexte stable.
Entité_3,2022,Développement économique,3045999.3,Stable,Allocation de 3045999.3$ à Développement économique en raison du contexte stable.
Entité_6,2023,Santé,5099919.85,Croissance,Allocation de 5099919.85$ à Santé en raison du contexte croissance.
Entité_4,2022,Administration,2199386.93,Récession,Allocation de 2199386.93$ à Administration en raison du contexte récession.
Entité_2,2021,Numérique,1303964.26,Croissance,Allocation de 1303964.26$ à Numérique en raison du contexte croissance.
Entité_2,2023,Développement économique,3797837.88,Croissance,Allocation de 3797837.88$ à Développement économique en raison du contexte croissance.
Entité_3,2021,Logement,1943962.59,Croissance,Allocation de 1943962.59$ à Logement en raison du contexte croissance.
Entité_10,2019,Culture,765703.18,Stable,Allocation de 765703.18$ à Culture en raison du contexte stable.
Entité_5,2020,Sécurité,2468077.9,Récession,Allocation de 2468077.9$ à Sécurité en raison du contexte récession.
Entité_4,2019,Loisirs,1041444.03,Stable,Allocation de 1041444.03$ à Loisirs en raison du contexte stable.
Entité_4,2020,Santé,3518478.86,Croissance,Allocation de 3518478.86$ à Santé en raison du contexte croissance.
Entité_2,2019,Santé,4972239.86,Stable,Allocation de 4972239.86$ à Santé en raison du contexte stable.
Entité_9,2022,Culture,1162810.16,Croissance,Allocation de 1162810.16$ à Culture en raison du contexte croissance.
Entité_9,2020,Transport,1677732.9,Croissance,Allocation de 1677732.9$ à Transport en raison du contexte croissance.
Entité_10,2019,Transport,2355997.29,Stable,Allocation de 2355997.29$ à Transport en raison du contexte stable.
Entité_2,2021,Numérique,1177872.71,Croissance,Allocation de 1177872.71$ à Numérique en raison du contexte croissance.
Entité_1,2021,Loisirs,704441.82,Croissance,Allocation de 704441.82$ à Loisirs en raison du contexte croissance.
Entité_6,2020,Culture,1041828.7,Croissance,Allocation de 1041828.7$ à Culture en raison du contexte croissance.
Entité_6,2020,Administration,2588192.81,Croissance,Allocation de 2588192.81$ à Administration en raison du contexte croissance.
Entité_9,2023,Culture,829440.47,Croissance,Allocation de 829440.47$ à Culture en raison du contexte croissance.
Entité_9,2023,Numérique,1212065.49,Récession,Allocation de 1212065.49$ à Numérique en raison du contexte récession.
Entité_1,2021,Logement,2327601.94,Croissance,Allocation de 2327601.94$ à Logement en raison du contexte croissance.
Entité_9,2023,Recherche,1849091.51,Stable,Allocation de 1849091.51$ à Recherche en raison du contexte stable.
Entité_4,2023,Développement économique,3504060.08,Récession,Allocation de 3504060.08$ à Développement économique en raison du contexte récession.
Entité_9,2020,Environnement,2291159.46,Croissance,Allocation de 2291159.46$ à Environnement en raison du contexte croissance.
Entité_2,2022,Santé,6489577.46,Croissance,Allocation de 6489577.46$ à Santé en raison du contexte croissance.
Entité_5,2022,Éducation,2735251.58,Croissance,Allocation de 2735251.58$ à Éducation en raison du contexte croissance.
Entité_1,2019,Sécurité,1639946.09,Stable,Allocation de 1639946.09$ à Sécurité en raison du contexte stable.
Entité_1,2023,Numérique,1013314.26,Récession,Allocation de 1013314.26$ à Numérique en raison du contexte récession.
Entité_10,2023,Recherche,1355660.83,Récession,Allocation de 1355660.83$ à Recherche en raison du contexte récession.
Entité_3,2019,Administration,1452654.81,Croissance,Allocation de 1452654.81$ à Administration en raison du contexte croissance.
Entité_2,2023,Loisirs,771461.37,Stable,Allocation de 771461.37$ à Loisirs en raison du contexte stable.
Entité_2,2020,Numérique,1022474.98,Croissance,Allocation de 1022474.98$ à Numérique en raison du contexte croissance.
Entité_3,2023,Numérique,986209.52,Stable,Allocation de 986209.52$ à Numérique en raison du contexte stable.
Entité_3,2020,Culture,1404094.8,Récession,Allocation de 1404094.8$ à Culture en raison du contexte récession.
Entité_3,2022,Recherche,1558484.06,Stable,Allocation de 1558484.06$ à Recherche en raison du contexte stable.
Entité_2,2023,Développement économique,3189782.59,Récession,Allocation de 3189782.59$ à Développement économique en raison du contexte récession.
Entité_9,2019,Numérique,1377949.56,Croissance,Allocation de 1377949.56$ à Numérique en raison du contexte croissance.
Entité_10,2022,Administration,1821388.61,Croissance,Allocation de 1821388.61$ à Administration en raison du contexte croissance.
Entité_8,2019,Numérique,920238.36,Récession,Allocation de 920238.36$ à Numérique en raison du contexte récession.
Entité_9,2023,Culture,948412.06,Croissance,Allocation de 948412.06$ à Culture en raison du contexte croissance.
Entité_3,2022,Transport,4205240.05,Stable,Allocation de 4205240.05$ à Transport en raison du contexte stable.
Entité_8,2019,Loisirs,722969.27,Croissance,Allocation de 722969.27$ à Loisirs en raison du contexte croissance.
